"name","kingdom","phylum","class","order","family","genus","species","ages_mean"
"Hemigymnus fasciatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Hemigymnus","Hemigymnus fasciatus",9.33202017207486
"Hemigymnus melapterus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Hemigymnus","Hemigymnus melapterus",9.44753591628043
"Hemilepidotus jordani","Animalia","Chordata","Teleostei","Perciformes","Cottidae","Hemilepidotus","Hemilepidotus jordani",17.4886178082601
"Hemiramphus depauperatus","Animalia","Chordata","Teleostei","Beloniformes","Hemiramphidae","Hemiramphus","Hemiramphus depauperatus",49.0637603942594
"Hemitaurichthys multispinosus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Hemitaurichthys","Hemitaurichthys multispinosus",4.67361093977109
"Hemitaurichthys polylepis","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Hemitaurichthys","Hemitaurichthys polylepis",1.63212778265177
"Hemitaurichthys thompsoni","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Hemitaurichthys","Hemitaurichthys thompsoni",7.48767020944772
"Hemitaurichthys zoster","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Hemitaurichthys","Hemitaurichthys zoster",2.44103332644763
"Heniochus acuminatus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Heniochus","Heniochus acuminatus",2.25392257151645
"Heniochus chrysostomus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Heniochus","Heniochus chrysostomus",7.19695053726067
"Heniochus diphreutes","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Heniochus","Heniochus diphreutes",2.5673418779496
"Heniochus intermedius","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Heniochus","Heniochus intermedius",3.02217987152863
"Heniochus monoceros","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Heniochus","Heniochus monoceros",2.82512732795695
"Heniochus pleurotaenia","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Heniochus","Heniochus pleurotaenia",4.56496601500223
"Heniochus singularius","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Heniochus","Heniochus singularius",3.51520843774713
"Heniochus varius","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Heniochus","Heniochus varius",6.40961883233475
"Heteroclinus adelaidae","Animalia","Chordata","Teleostei","Blenniiformes","Clinidae","Heteroclinus","Heteroclinus adelaidae",16.7109047449825
"Heteroclinus johnstoni","Animalia","Chordata","Teleostei","Blenniiformes","Clinidae","Heteroclinus","Heteroclinus johnstoni",14.0699464341913
"Heteroclinus perspicillatus","Animalia","Chordata","Teleostei","Blenniiformes","Clinidae","Heteroclinus","Heteroclinus perspicillatus",12.6816435211233
"Heteroclinus roseus","Animalia","Chordata","Teleostei","Blenniiformes","Clinidae","Heteroclinus","Heteroclinus roseus",7.87574547655351
"Heteroclinus tristis","Animalia","Chordata","Teleostei","Blenniiformes","Clinidae","Heteroclinus","Heteroclinus tristis",9.556503420194
"Heteroconger hassi","Animalia","Chordata","Teleostei","Anguilliformes","Congridae","Heteroconger","Heteroconger hassi",17.1132668199988
"Heteropriacanthus cruentatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Priacanthidae","Heteropriacanthus","Heteropriacanthus cruentatus",33.0180892613605
"Heteroscarus acroptilus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Odacidae","Heteroscarus","Heteroscarus acroptilus",11.9553951801931
"Heterostichus rostratus","Animalia","Chordata","Teleostei","Blenniiformes","Clinidae","Heterostichus","Heterostichus rostratus",21.8634170835565
"Hexagrammos agrammus","Animalia","Chordata","Teleostei","Perciformes","Hexagrammidae","Hexagrammos","Hexagrammos agrammus",18.0713152520034
"Hexagrammos decagrammus","Animalia","Chordata","Teleostei","Perciformes","Hexagrammidae","Hexagrammos","Hexagrammos decagrammus",17.6714354240406
"Hexagrammos otakii","Animalia","Chordata","Teleostei","Perciformes","Hexagrammidae","Hexagrammos","Hexagrammos otakii",18.7473915736421
"Hexagrammos stelleri","Animalia","Chordata","Teleostei","Perciformes","Hexagrammidae","Hexagrammos","Hexagrammos stelleri",18.4759457953089
"Hipposcarus harid","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Hipposcarus","Hipposcarus harid",10.2399626200528
"Hipposcarus longiceps","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Hipposcarus","Hipposcarus longiceps",10.6104748671467
"Holacanthus bermudensis","Animalia","Chordata","Teleostei","Acanthuriformes","Pomacanthidae","Holacanthus","Holacanthus bermudensis",3.05138154684585
"Holacanthus ciliaris","Animalia","Chordata","Teleostei","Acanthuriformes","Pomacanthidae","Holacanthus","Holacanthus ciliaris",6.18180951860371
"Holacanthus clarionensis","Animalia","Chordata","Teleostei","Acanthuriformes","Pomacanthidae","Holacanthus","Holacanthus clarionensis",4.7043576790684
"Holacanthus passer","Animalia","Chordata","Teleostei","Acanthuriformes","Pomacanthidae","Holacanthus","Holacanthus passer",1.5881332993584
"Holacanthus tricolor","Animalia","Chordata","Teleostei","Acanthuriformes","Pomacanthidae","Holacanthus","Holacanthus tricolor",8.66501805371666
"Holocentrus adscensionis","Animalia","Chordata","Teleostei","Holocentriformes","Holocentridae","Holocentrus","Holocentrus adscensionis",8.84702759783112
"Holocentrus rufus","Animalia","Chordata","Teleostei","Holocentriformes","Holocentridae","Holocentrus","Holocentrus rufus",7.30103275500282
"Hologymnosus annulatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Hologymnosus","Hologymnosus annulatus",10.3802210521078
"Hologymnosus doliatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Hologymnosus","Hologymnosus doliatus",10.7468892298136
"Hoplolatilus cuniculus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Malacanthidae","Hoplolatilus","Hoplolatilus cuniculus",26.2682046700837
"Hoplolatilus starcki","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Malacanthidae","Hoplolatilus","Hoplolatilus starcki",31.2487574867567
"Hoplopagrus guentherii","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Hoplopagrus","Hoplopagrus guentherii",9.66735165006466
"Hyperlophus vittatus","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Hyperlophus","Hyperlophus vittatus",88.7533219900039
"Hypoatherina barnesi","Animalia","Chordata","Teleostei","Atheriniformes","Atherinidae","Hypoatherina","Hypoatherina barnesi",47.0873437200112
"Hypoplectrodes annulatus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Hypoplectrodes","Hypoplectrodes annulatus",16.2930811975425
"Hypoplectrodes huntii","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Hypoplectrodes","Hypoplectrodes huntii",17.6881868597021
"Hypoplectrodes maccullochi","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Hypoplectrodes","Hypoplectrodes maccullochi",16.6787227594018
"Hypoplectrodes nigroruber","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Hypoplectrodes","Hypoplectrodes nigroruber",17.0601795596974
"Hypoplectrus aberrans","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Hypoplectrus","Hypoplectrus aberrans",8.26319678264355
"Hypoplectrus castroaguirrei","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Hypoplectrus","Hypoplectrus castroaguirrei",6.59701606684226
"Hypoplectrus chlorurus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Hypoplectrus","Hypoplectrus chlorurus",6.91455539615515
"Hypoplectrus gemma","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Hypoplectrus","Hypoplectrus gemma",8.24971071628294
"Hypoplectrus guttavarius","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Hypoplectrus","Hypoplectrus guttavarius",7.16950220336271
"Hypoplectrus indigo","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Hypoplectrus","Hypoplectrus indigo",8.47687433302925
"Hypoplectrus maya","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Hypoplectrus","Hypoplectrus maya",7.3222737029536
"Hypoplectrus nigricans","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Hypoplectrus","Hypoplectrus nigricans",6.40197712968536
"Hypoplectrus providencianus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Hypoplectrus","Hypoplectrus providencianus",7.98518182248211
"Hypoplectrus puella","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Hypoplectrus","Hypoplectrus puella",7.77765014708082
"Hypoplectrus unicolor","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Hypoplectrus","Hypoplectrus unicolor",9.09245605919718
"Hyporhamphus affinis","Animalia","Chordata","Teleostei","Beloniformes","Hemiramphidae","Hyporhamphus","Hyporhamphus affinis",49.063760394261
"Hyporthodus flavolimbatus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Hyporthodus","Hyporthodus flavolimbatus",10.6156893485266
"Hyporthodus niveatus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Hyporthodus","Hyporthodus niveatus",10.1268024930685
"Hyporthodus octofasciatus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Hyporthodus","Hyporthodus octofasciatus",9.77407889482387
"Hypsoblennius proteus","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Hypsoblennius","Hypsoblennius proteus",7.31293986625864
"Hypsurus caryi","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Embiotocidae","Hypsurus","Hypsurus caryi",7.21437837181081
"Hypsypops rubicundus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Hypsypops","Hypsypops rubicundus",9.77181982015024
"Iniistius celebicus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Iniistius","Iniistius celebicus",2.92506354060474
"Iniistius pavo","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Iniistius","Iniistius pavo",14.9695945209973
"Inimicus caledonicus","Animalia","Chordata","Teleostei","Perciformes","Synanceiidae","Inimicus","Inimicus caledonicus",12.4365718746249
"Inimicus filamentosus","Animalia","Chordata","Teleostei","Perciformes","Synanceiidae","Inimicus","Inimicus filamentosus",14.3440622074546
"Isocirrhitus sexfasciatus","Animalia","Chordata","Teleostei","Centrarchiformes","Cirrhitidae","Isocirrhitus","Isocirrhitus sexfasciatus",20.6133608699505
"Istigobius campbelli","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Istigobius","Istigobius campbelli",23.4668676947625
"Istigobius decoratus","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Istigobius","Istigobius decoratus",21.4314505361243
"Istigobius goldmanni","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Istigobius","Istigobius goldmanni",20.9675663342837
"Istigobius hoesei","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Istigobius","Istigobius hoesei",19.7439273413763
"Istigobius nigroocellatus","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Istigobius","Istigobius nigroocellatus",17.8757167131077
"Istigobius rigilius","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Istigobius","Istigobius rigilius",15.8515684918725
"Itycirrhitus wilhelmi","Animalia","Chordata","Teleostei","Centrarchiformes","Cirrhitidae","Itycirrhitus","Itycirrhitus wilhelmi",14.486786705839
"Jenkinsia lamprotaenia","Animalia","Chordata","Teleostei","Clupeiformes","Spratelloididae","Jenkinsia","Jenkinsia lamprotaenia",90.1148038700053
"Johnrandallia nigrirostris","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Johnrandallia","Johnrandallia nigrirostris",7.79962917331946
"Jordania zonope","Animalia","Chordata","Teleostei","Perciformes","Cottidae","Jordania","Jordania zonope",19.7706215134544
"Karalepis stewarti","Animalia","Chordata","Teleostei","Blenniiformes","Tripterygiidae","Karalepis","Karalepis stewarti",8.10593314439052
"Koumansetta hectori","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Koumansetta","Koumansetta hectori",23.9717041096854
"Koumansetta rainfordi","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Koumansetta","Koumansetta rainfordi",24.2071089145967
"Kuhlia mugil","Animalia","Chordata","Teleostei","Centrarchiformes","Kuhliidae","Kuhlia","Kuhlia mugil",8.36716540772746
"Kyphosus azureus","Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus azureus",NA
"Kyphosus bigibbus","Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus bigibbus",26.0288858582795
"Kyphosus cinerascens","Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus cinerascens",8.26881465168842
"Kyphosus cornelii","Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus cornelii",32.2259396050095
"Kyphosus elegans","Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus elegans",7.40694801577426
"Kyphosus incisor","Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus incisor",18.9769989470785
"Kyphosus ocyurus","Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus ocyurus",NA
"Kyphosus sectatrix","Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus sectatrix",21.0380168719088
"Kyphosus sydneyanus","Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus sydneyanus",10.3688150242726
"Kyphosus vaigiensis","Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus vaigiensis",14.7650190623725
"Labracinus cyclophthalmus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pseudochromidae","Labracinus","Labracinus cyclophthalmus",6.67321728215318
"Labracinus lineatus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pseudochromidae","Labracinus","Labracinus lineatus",7.06973594258015
"Labracoglossa nitida","Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Labracoglossa","Labracoglossa nitida",10.1671723506
"Labrichthys unilineatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Labrichthys","Labrichthys unilineatus",9.26952509229431
"Labrisomus cricota","Animalia","Chordata","Teleostei","Blenniiformes","Labrisomidae","Labrisomus","Labrisomus cricota",21.3506352514282
"Labrisomus jenkinsi","Animalia","Chordata","Teleostei","Blenniiformes","Labrisomidae","Labrisomus","Labrisomus jenkinsi",25.7486993483832
"Labrisomus multiporosus","Animalia","Chordata","Teleostei","Blenniiformes","Labrisomidae","Labrisomus","Labrisomus multiporosus",18.5434757451364
"Labrisomus nuchipinnis","Animalia","Chordata","Teleostei","Blenniiformes","Labrisomidae","Labrisomus","Labrisomus nuchipinnis",27.6139901315662
"Labrisomus socorroensis","Animalia","Chordata","Teleostei","Blenniiformes","Labrisomidae","Labrisomus","Labrisomus socorroensis",11.431140000875
"Labroides bicolor","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Labroides","Labroides bicolor",9.56383449141082
"Labroides dimidiatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Labroides","Labroides dimidiatus",9.77959585230571
"Labroides pectoralis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Labroides","Labroides pectoralis",9.40972562107916
"Labroides phthirophagus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Labroides","Labroides phthirophagus",8.81876864167551
"Labroides rubrolabiatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Labroides","Labroides rubrolabiatus",9.60874882093025
"Labropsis alleni","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Labropsis","Labropsis alleni",13.1308730566167
"Labropsis australis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Labropsis","Labropsis australis",9.28494888279915
"Labropsis manabei","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Labropsis","Labropsis manabei",11.5159401392082
"Labropsis micronesica","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Labropsis","Labropsis micronesica",11.9027075058521
"Labropsis xanthonota","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Labropsis","Labropsis xanthonota",12.8545873133141
"Labrus bergylta","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Labrus","Labrus bergylta",6.85873985625997
"Labrus merula","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Labrus","Labrus merula",5.47636361202394
"Labrus mixtus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Labrus","Labrus mixtus",5.10161157371579
"Labrus viridis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Labrus","Labrus viridis",5.91670678719843
"Lachnolaimus maximus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Lachnolaimus","Lachnolaimus maximus",52.3738510412757
"Lactophrys bicaudalis","Animalia","Chordata","Teleostei","Tetraodontiformes","Ostraciidae","Lactophrys","Lactophrys bicaudalis",21.7455820200009
"Lactophrys triqueter","Animalia","Chordata","Teleostei","Tetraodontiformes","Ostraciidae","Lactophrys","Lactophrys triqueter",NA
"Lactoria diaphana","Animalia","Chordata","Teleostei","Tetraodontiformes","Ostraciidae","Lactoria","Lactoria diaphana",11.0972868454654
"Lactoria fornasini","Animalia","Chordata","Teleostei","Tetraodontiformes","Ostraciidae","Lactoria","Lactoria fornasini",8.60123831606284
"Larabicus quadrilineatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Larabicus","Larabicus quadrilineatus",8.44762310128557
"Latridopsis ciliaris","Animalia","Chordata","Teleostei","Centrarchiformes","Latridae","Latridopsis","Latridopsis ciliaris",14.7488468718964
"Latridopsis forsteri","Animalia","Chordata","Teleostei","Centrarchiformes","Latridae","Latridopsis","Latridopsis forsteri",13.3348354590289
"Latropiscis purpurissatus","Animalia","Chordata","Teleostei","Aulopiformes","Aulopidae","Latropiscis","Latropiscis purpurissatus",58.9398030770285
"Leiocottus hirundo","Animalia","Chordata","Teleostei","Perciformes","Cottidae","Leiocottus","Leiocottus hirundo",15.9647488886363
"Lepidonectes bimaculatus","Animalia","Chordata","Teleostei","Blenniiformes","Tripterygiidae","Lepidonectes","Lepidonectes bimaculatus",8.15003266752768
"Lepidonectes clarkhubbsi","Animalia","Chordata","Teleostei","Blenniiformes","Tripterygiidae","Lepidonectes","Lepidonectes clarkhubbsi",10.6555727707977
"Lepidonectes corallicola","Animalia","Chordata","Teleostei","Blenniiformes","Tripterygiidae","Lepidonectes","Lepidonectes corallicola",9.38318280794997
"Lepidozygus tapeinosoma","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Lepidozygus","Lepidozygus tapeinosoma",8.74480409985313
"Leptatherina presbyteroides","Animalia","Chordata","Teleostei","Atheriniformes","Atherinidae","Leptatherina","Leptatherina presbyteroides",55.7832872499995
"Leptocottus armatus","Animalia","Chordata","Teleostei","Perciformes","Cottidae","Leptocottus","Leptocottus armatus",20.3869396263744
"Leptojulis cyanopleura","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Leptojulis","Leptojulis cyanopleura",6.6265650601137
"Leptoscarus vaigiensis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Leptoscarus","Leptoscarus vaigiensis",11.7884028089876
"Lesueurigobius friesii","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Lesueurigobius","Lesueurigobius friesii",19.7210796950563
"Lethrinus amboinensis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lethrinidae","Lethrinus","Lethrinus amboinensis",15.3961828001277
"Lethrinus atkinsoni","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lethrinidae","Lethrinus","Lethrinus atkinsoni",10.8971670491516
"Lethrinus borbonicus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lethrinidae","Lethrinus","Lethrinus borbonicus",11.2749354328683
"Lethrinus erythracanthus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lethrinidae","Lethrinus","Lethrinus erythracanthus",20.2491668016383
"Lethrinus erythropterus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lethrinidae","Lethrinus","Lethrinus erythropterus",18.9513954083229
"Lethrinus genivittatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lethrinidae","Lethrinus","Lethrinus genivittatus",25.787592052513
"Lethrinus harak","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lethrinidae","Lethrinus","Lethrinus harak",10.3281910740954
"Lethrinus laticaudis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lethrinidae","Lethrinus","Lethrinus laticaudis",8.15622827877916
"Lethrinus lentjan","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lethrinidae","Lethrinus","Lethrinus lentjan",9.43524795821548
"Lethrinus microdon","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lethrinidae","Lethrinus","Lethrinus microdon",22.4528327338143
"Lethrinus miniatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lethrinidae","Lethrinus","Lethrinus miniatus",16.6936118395725
"Lethrinus nebulosus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lethrinidae","Lethrinus","Lethrinus nebulosus",11.3977348657267
"Lethrinus obsoletus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lethrinidae","Lethrinus","Lethrinus obsoletus",7.49698591718206
"Lethrinus olivaceus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lethrinidae","Lethrinus","Lethrinus olivaceus",15.9410873583835
"Lethrinus ornatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lethrinidae","Lethrinus","Lethrinus ornatus",11.5454590937996
"Lethrinus rubrioperculatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lethrinidae","Lethrinus","Lethrinus rubrioperculatus",16.896788993435
"Lethrinus variegatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lethrinidae","Lethrinus","Lethrinus variegatus",18.5951865746044
"Lethrinus xanthochilus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lethrinidae","Lethrinus","Lethrinus xanthochilus",15.1865335452034
"Leviprora inops","Animalia","Chordata","Teleostei","Perciformes","Platycephalidae","Leviprora","Leviprora inops",24.4157303456769
"Limnichthys fasciatus","Animalia","Chordata","Teleostei","Acropomatiformes","Creediidae","Limnichthys","Limnichthys fasciatus",52.0435053284198
"Liparis montagui","Animalia","Chordata","Teleostei","Perciformes","Liparidae","Liparis","Liparis montagui",19.4770052131092
"Lipophrys pholis","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Lipophrys","Lipophrys pholis",9.5638601258289
"Lithognathus lithognathus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Lithognathus","Lithognathus lithognathus",12.2606102548241
"Lithognathus mormyrus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Lithognathus","Lithognathus mormyrus",17.7008780700362
"Lotella rhacina","Animalia","Chordata","Teleostei","Gadiformes","Moridae","Lotella","Lotella rhacina",15.0835465700005
"Lotilia graciliosa","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Lotilia","Lotilia graciliosa",25.5906824547702
"Lucayablennius zingaro","Animalia","Chordata","Teleostei","Blenniiformes","Chaenopsidae","Lucayablennius","Lucayablennius zingaro",13.7465975829983
"Lutjanus alexandrei","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus alexandrei",11.896070432486
"Lutjanus analis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus analis",6.43861255290348
"Lutjanus apodus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus apodus",8.48140767974344
"Lutjanus aratus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus aratus",6.72736814887328
"Lutjanus argentimaculatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus argentimaculatus",5.58472810498143
"Lutjanus argentiventris","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus argentiventris",5.32422544715577
"Lutjanus biguttatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus biguttatus",6.05595516346803
"Lutjanus bohar","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus bohar",6.11340694928166
"Lutjanus boutton","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus boutton",6.78034532949746
"Lutjanus campechanus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus campechanus",8.60724785059502
"Lutjanus carponotatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus carponotatus",4.9696909851146
"Lutjanus cyanopterus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus cyanopterus",6.38934168913494
"Lutjanus decussatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus decussatus",7.31415221424563
"Lutjanus ehrenbergii","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus ehrenbergii",5.30711054750309
"Lutjanus erythropterus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus erythropterus",9.28179056711209
"Lutjanus fulviflamma","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus fulviflamma",6.04448058123869
"Lutjanus fulvus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus fulvus",6.60262670241476
"Lutjanus gibbus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus gibbus",4.59751621418123
"Lutjanus griseus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus griseus",6.39259460950296
"Lutjanus guttatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus guttatus",6.31588284297381
"Lutjanus inermis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus inermis",4.10714583146223
"Lutjanus jocu","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus jocu",5.47553527518816
"Lutjanus johnii","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus johnii",8.01027827374875
"Lutjanus jordani","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus jordani",5.9302994133461
"Lutjanus kasmira","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus kasmira",7.32527593159381
"Lutjanus lemniscatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus lemniscatus",17.8769447887946
